"id_num","id","parentId","text","start_sentence","remainder","index_value","sum_index_value","leaf","animal"
1127,"cat.like.to.huddle_in_a_corner","cat.like.to","huddle in a corner","2","like to huddle in a corner",0.004,,1,"cat"
1128,"cat.like.to.knead","cat.like.to","knead","5",,,0.056,0,"cat"
1129,"cat.like.to.knead.me","cat.like.to.knead","me","5","like to knead me",0.043,,1,"cat"
1130,"cat.like.to.knead.my_boobs","cat.like.to.knead","my boobs","5","like to knead my boobs",0.013,,1,"cat"
1131,"cat.like.to.knock_things_off","cat.like.to","knock things off","2","like to knock things off",0.107,,1,"cat"
1132,"cat.like.to.lay_on","cat.like.to","lay on","2",,,0.041,0,"cat"
1133,"cat.like.to.lay_on.their_owners","cat.like.to.lay_on","their owners","2","like to lay on their owners",0.015,,1,"cat"
1134,"cat.like.to.lay_on.your","cat.like.to.lay_on","your","2",,,0.026,0,"cat"
1135,"cat.like.to.lay_on.your.legs","cat.like.to.lay_on.your","legs","2","like to lay on your legs",0.009,,1,"cat"
1136,"cat.like.to.lay_on.your.neck","cat.like.to.lay_on.your","neck","2","like to lay on your neck",0.017,,1,"cat"
1137,"cat.like.to.lick","cat.like.to","lick","2,5",,,0.353,0,"cat"
1138,"cat.like.to.lick.me","cat.like.to.lick","me","5","like to lick me",0.318,,1,"cat"
1139,"cat.like.to.lick.paint","cat.like.to.lick","paint","5","like to lick paint",0.004,,1,"cat"
1140,"cat.like.to.lick.plastic_bags","cat.like.to.lick","plastic bags","2","like to lick plastic bags",0.03,,1,"cat"
1141,"cat.like.to.sit_on","cat.like.to","sit on","2",,,0.353,0,"cat"
1142,"cat.like.to.sit_on.laps","cat.like.to.sit_on","laps","2","like to sit on laps",0.088,,1,"cat"
1143,"cat.like.to.sit_on.paper","cat.like.to.sit_on","paper","2","like to sit on paper",0.148,,1,"cat"
1144,"cat.like.to.sit_on.people","cat.like.to.sit_on","people","2","like to sit on people",0.03,,1,"cat"
1145,"cat.like.to.sit_on.things","cat.like.to.sit_on","things","2","like to sit on things",0.088,,1,"cat"
1146,"cat.like.to.sleep","cat.like.to","sleep","2,5",,,0.034,0,"cat"
1147,"cat.like.to.sleep.around_your_neck","cat.like.to.sleep","around your neck","2","like to sleep around your neck",0.009,,1,"cat"
1148,"cat.like.to.sleep.by_your_feet","cat.like.to.sleep","by your feet","2","like to sleep by your feet",0.013,,1,"cat"
1149,"cat.like.to.sleep.under_my_blanket","cat.like.to.sleep","under my blanket","5","like to sleep under my blanket",0.013,,1,"cat"
1150,"cat.like.to.snuggle","cat.like.to","snuggle","5","like to snuggle",0.041,,1,"cat"
1151,"cat.like.to.watch","cat.like.to","watch","2,5",,,0.039,0,"cat"
1152,"cat.like.to.watch.me","cat.like.to.watch","me","5",,,0.021,0,"cat"
1153,"cat.like.to.watch.me.shower","cat.like.to.watch.me","shower","5","like to watch me shower",0.017,,1,"cat"
1154,"cat.like.to.watch.me.take_a_bath","cat.like.to.watch.me","take a bath","5","like to watch me take a bath",0.004,,1,"cat"
1155,"cat.like.to.watch.you_poop","cat.like.to.watch","you poop","2","like to watch you poop",0.017,,1,"cat"
1156,"cat.like.vitamin_e_oil","cat.like","vitamin e oil","5","like vitamin e oil",0.011,,1,"cat"
1157,"cat.like.when_you_talk_to_them","cat.like","when you talk to them","2","like when you talk to them",0.03,,1,"cat"
1158,"cat.like.windows","cat.like","windows","2","like windows",0.195,,1,"cat"
1159,"cat.limping","cat","limping","6","limping",0.825,,1,"cat"
1160,"cat.liquid","cat","liquid","4","liquid",0.189,,1,"cat"
1161,"cat.live_longer_than_dogs","cat","live longer than dogs","2","live longer than dogs",0.188,,1,"cat"
1162,"cat.look","cat","look","2,5",,,0.13,0,"cat"
1163,"cat.look.like_she_has_constant_chills","cat.look","like she has constant chills","5","look like she has constant chills",0,,1,"cat"
1164,"cat.look.out_the_window","cat.look","out the window","2","look out the window",0.126,,1,"cat"
1165,"cat.look.shaved_on_his_belly","cat.look","shaved on his belly","5","look shaved on his belly",0,,1,"cat"
1166,"cat.look.spooked_in_the_morning","cat.look","spooked in the morning","5","look spooked in the morning",0.004,,1,"cat"
1167,"cat.looks_like_he's_hallucinating","cat","looks like he's hallucinating","5","looks like he's hallucinating",0.004,,1,"cat"
1168,"cat.lose","cat","lose","1,2",,,0.972,0,"cat"
1169,"cat.lose.a_tooth","cat.lose","a tooth","1","lose a tooth",0.004,,1,"cat"
1170,"cat.lose.hair","cat.lose","hair","2","lose hair",0.685,0.689,1,"cat"
1171,"cat.lose.hair.by_their_ears","cat.lose.hair","by their ears","2","lose hair by their ears",0.004,,1,"cat"
1172,"cat.lose.their_hair_in_patches","cat.lose","their hair in patches","2","lose their hair in patches",0.015,,1,"cat"
1173,"cat.lose.there_big_tooth","cat.lose","there big tooth","2","lose there big tooth",0,,1,"cat"
1174,"cat.lose.whiskers","cat.lose","whiskers","2","lose whiskers",0.263,,1,"cat"
1175,"cat.losing","cat","losing","3,6",,,4.726,0,"cat"
1176,"cat.losing.fur","cat.losing","fur","6,3","losing fur",1.201,,1,"cat"
1177,"cat.losing.hair","cat.losing","hair","6","losing hair",2.216,,1,"cat"
1178,"cat.losing.weight","cat.losing","weight","6","losing weight",1.309,,1,"cat"
1179,"cat.love","cat","love","2,5",,,4.046,0,"cat"
1180,"cat.love.bite_me","cat.love","bite me","5","love bite me",0.316,,1,"cat"
1181,"cat.love.boxes","cat.love","boxes","2","love boxes",1.344,1.4,1,"cat"
1182,"cat.love.boxes.so_much","cat.love.boxes","so much","2","love boxes so much",0.056,,1,"cat"
1183,"cat.love.catnip","cat.love","catnip","2","love catnip",1.025,,1,"cat"
1184,"cat.love.cement","cat.love","cement","5","love cement",0.004,,1,"cat"
1185,"cat.love.cream","cat.love","cream","2","love cream",0.032,,1,"cat"
1186,"cat.love.fish_so_much","cat.love","fish so much","2","love fish so much",0.015,,1,"cat"
1187,"cat.love.heat","cat.love","heat","2","love heat",0.081,,1,"cat"
1188,"cat.love.heaters","cat.love","heaters","2","love heaters",0,,1,"cat"
1189,"cat.love.laser","cat.love","laser","2",,,0.143,0,"cat"
1190,"cat.love.laser.lights","cat.love.laser","lights","2","love laser lights",0.024,,1,"cat"
1191,"cat.love.laser.pointers","cat.love.laser","pointers","2","love laser pointers",0.113,0.12,1,"cat"
1192,"cat.love.laser.pointers.so_much","cat.love.laser.pointers","so much","2","love laser pointers so much",0.006,,1,"cat"
1193,"cat.love.me","cat.love","me","2,5","love me",0.822,0.839,1,"cat"
1194,"cat.love.me.in_the_bathroom","cat.love.me","in the bathroom","5","love me in the bathroom",0.017,,1,"cat"
1195,"cat.love.milk","cat.love","milk","2","love milk",0.141,,1,"cat"
1196,"cat.love.my_toes","cat.love","my toes","5","love my toes",0.015,,1,"cat"
1197,"cat.love.nail_files","cat.love","nail files","2","love nail files",0.009,,1,"cat"
1198,"cat.love.olive_oil","cat.love","olive oil","5","love olive oil",0.004,,1,"cat"
1199,"cat.love.rescue_remedy","cat.love","rescue remedy","5","love rescue remedy",0.004,,1,"cat"
1200,"cat.love.temptations_so_much","cat.love","temptations so much","2","love temptations so much",0.011,,1,"cat"
1201,"cat.love.the_smell_of_sweat","cat.love","the smell of sweat","5","love the smell of sweat",0.006,,1,"cat"
1202,"cat.make","cat","make","2,5",,,3.201,0,"cat"
1203,"cat.make.a","cat.make","a","2",,,0.034,0,"cat"
1204,"cat.make.a.chewing_noise","cat.make.a","chewing noise","2","make a chewing noise",0.004,,1,"cat"
1205,"cat.make.a.noise_when_you_touch_them","cat.make.a","noise when you touch them","2","make a noise when you touch them",0.009,,1,"cat"
1206,"cat.make.a.weird_face_when_they_smell_something","cat.make.a","weird face when they smell something","2","make a weird face when they smell something",0.021,,1,"cat"
1207,"cat.make.biscuits","cat.make","biscuits","2","make biscuits",0.753,,1,"cat"
1208,"cat.make.clicking_noises","cat.make","clicking noises","2","make clicking noises",0.066,,1,"cat"
1209,"cat.make.dough","cat.make","dough","2","make dough",0.056,,1,"cat"
1210,"cat.make.face_with_mouth_open","cat.make","face with mouth open","2","make face with mouth open",0.004,,1,"cat"
1211,"cat.make.it_so_hard_to_get_up","cat.make","it so hard to get up","2","make it so hard to get up",0,,1,"cat"
1212,"cat.make.loud_noises_when_mating","cat.make","loud noises when mating","2","make loud noises when mating",0.017,,1,"cat"
1213,"cat.make.me_itchy","cat.make","me itchy","2","make me itchy",0.011,,1,"cat"
1214,"cat.make.muffins","cat.make","muffins","2","make muffins",0.163,,1,"cat"
1215,"cat.make.noise_when","cat.make","noise when","2,5",,,0.043,0,"cat"
1216,"cat.make.noise_when.he_jumps","cat.make.noise_when","he jumps","5","make noise when he jumps",0.021,,1,"cat"
1217,"cat.make.noise_when.you_touch_them","cat.make.noise_when","you touch them","2","make noise when you touch them",0.021,,1,"cat"
1218,"cat.make.noises","cat.make","noises","2","make noises",1.777,1.79,1,"cat"
1219,"cat.make.noises.at_each_other","cat.make.noises","at each other","2","make noises at each other",0.013,,1,"cat"
1220,"cat.make.sucking_sounds_when_falling_asleep","cat.make","sucking sounds when falling asleep","5","make sucking sounds when falling asleep",0.004,,1,"cat"
1221,"cat.make.that","cat.make","that","2",,,0.1,0,"cat"
1222,"cat.make.that.face","cat.make.that","face","2","make that face",0.039,,1,"cat"
1223,"cat.make.that.weird_noise","cat.make.that","weird noise","2","make that weird noise",0.062,,1,"cat"
1224,"cat.make.trilling_noises","cat.make","trilling noises","2","make trilling noises",0.036,,1,"cat"
1225,"cat.make.weird_noises","cat.make","weird noises","2",,,0.103,0,"cat"
1226,"cat.make.weird_noises.at","cat.make.weird_noises","at","2",,,0.068,0,"cat"
1227,"cat.make.weird_noises.at.birds","cat.make.weird_noises.at","birds","2","make weird noises at birds",0.06,,1,"cat"
1228,"cat.make.weird_noises.at.flies","cat.make.weird_noises.at","flies","2","make weird noises at flies",0.009,,1,"cat"
1229,"cat.make.weird_noises.when_they_see_birds","cat.make.weird_noises","when they see birds","2","make weird noises when they see birds",0.034,,1,"cat"
1230,"cat.make.you_feel_better","cat.make","you feel better","2","make you feel better",0.021,,1,"cat"
1231,"cat.mark","cat","mark","2","mark",0.87,,1,"cat"
1232,"cat.massage","cat","massage","2","massage",2.046,2.315,1,"cat"
1233,"cat.massage.humans","cat.massage","humans","2","massage humans",0.06,,1,"cat"
1234,"cat.massage.me","cat.massage","me","2","massage me",0.154,,1,"cat"
1235,"cat.massage.on_me","cat.massage","on me","2","massage on me",0.015,,1,"cat"
1236,"cat.massage.stuff","cat.massage","stuff","2","massage stuff",0.041,,1,"cat"
1237,"cat.mate","cat","mate","2","mate",1.122,,1,"cat"
1238,"cat.mean","cat","mean","4,6","mean",3.826,3.854,1,"cat"
1239,"cat.mean.to_each_other","cat.mean","to each other","4","mean to each other",0.028,,1,"cat"
1240,"cat.meow","cat","meow","1,2,5","meow",20.346,30.821,1,"cat"
1241,"cat.meow.all","cat.meow","all","2,5",,,1.759,0,"cat"
1242,"cat.meow.all.night","cat.meow.all","night","5","meow all night",0.399,,1,"cat"
1243,"cat.meow.all.the_time","cat.meow.all","the time","5,2","meow all the time",1.36,,1,"cat"
1244,"cat.meow.at","cat.meow","at","1,2,5",,,5.134,0,"cat"
1245,"cat.meow.at.birds","cat.meow.at","birds","2","meow at birds",0.062,,1,"cat"
1246,"cat.meow.at.me","cat.meow.at","me","5","meow at me",1.441,1.471,1,"cat"
1247,"cat.meow.at.me.even_when_shes_not_hungry","cat.meow.at.me","even when shes not hungry","5","meow at me even when shes not hungry",0.004,,1,"cat"
1248,"cat.meow.at.me.when_i","cat.meow.at.me","when i","5",,,0.026,0,"cat"
1249,"cat.meow.at.me.when_i.snap_at_him","cat.meow.at.me.when_i","snap at him","5","meow at me when i snap at him",0.004,,1,"cat"
1250,"cat.meow.at.me.when_i.sneeze","cat.meow.at.me.when_i","sneeze","5","meow at me when i sneeze",0.021,,1,"cat"
1251,"cat.meow.at.my_other_cat","cat.meow.at","my other cat","5","meow at my other cat",0.07,,1,"cat"
1252,"cat.meow.at.night","cat.meow.at","night","5,2,1","meow at night",3.342,,1,"cat"
1253,"cat.meow.at.the","cat.meow.at","the","5",,,0.171,0,"cat"
1254,"cat.meow.at.the.door","cat.meow.at.the","door","5","meow at the door",0.143,,1,"cat"
1255,"cat.meow.at.the.window","cat.meow.at.the","window","5","meow at the window",0.028,,1,"cat"
1256,"cat.meow.at.their_toys","cat.meow.at","their toys","2","meow at their toys",0.017,,1,"cat"
1257,"cat.meow.before_he_poops","cat.meow","before he poops","5","meow before he poops",0.034,,1,"cat"
1258,"cat.meow.constantly","cat.meow","constantly","2,1","meow constantly",0.305,,1,"cat"
1259,"cat.meow.excessively","cat.meow","excessively","5","meow excessively",0.017,,1,"cat"
1260,"cat.meow.in","cat.meow","in","5",,,0.167,0,"cat"
1261,"cat.meow.in.another_room","cat.meow.in","another room","5","meow in another room",0.038,,1,"cat"
1262,"cat.meow.in.the_middle_of_the_night","cat.meow.in","the middle of the night","5","meow in the middle of the night",0.128,,1,"cat"
1263,"cat.meow.like_chewbacca","cat.meow","like chewbacca","5","meow like chewbacca",0,,1,"cat"
1264,"cat.meow.so_much","cat.meow","so much","2,5","meow so much",2.373,2.612,1,"cat"
1265,"cat.meow.so_much.after_having_kittens","cat.meow.so_much","after having kittens","5","meow so much after having kittens",0.006,,1,"cat"
1266,"cat.meow.so_much.at_night","cat.meow.so_much","at night","5","meow so much at night",0.199,,1,"cat"
1267,"cat.meow.so_much.when","cat.meow.so_much","when","2,5",,,0.034,0,"cat"
1268,"cat.meow.so_much.when.i_get_home","cat.meow.so_much.when","i get home","5","meow so much when i get home",0.013,,1,"cat"
1269,"cat.meow.so_much.when.in_heat","cat.meow.so_much.when","in heat","2","meow so much when in heat",0.021,,1,"cat"
1270,"cat.meow.to_humans","cat.meow","to humans","2","meow to humans",0.184,,1,"cat"
1271,"cat.meow.weird_at_birds","cat.meow","weird at birds","5","meow weird at birds",0.009,,1,"cat"
1272,"cat.meow.when","cat.meow","when","2,5",,,0.209,0,"cat"
1273,"cat.meow.when.i","cat.meow.when","i","5",,,0.205,0,"cat"
1274,"cat.meow.when.i.get_out_of_the_shower","cat.meow.when.i","get out of the shower","5","meow when i get out of the shower",0.017,,1,"cat"
1275,"cat.meow.when.i.sneeze","cat.meow.when.i","sneeze","5","meow when i sneeze",0.188,,1,"cat"
1276,"cat.meow.when.in_a_new_room","cat.meow.when","in a new room","2","meow when in a new room",0,,1,"cat"
1277,"cat.meow.when.you_peek_at_them_from_around_a_corner","cat.meow.when","you peek at them from around a corner","2","meow when you peek at them from around a corner",0.004,,1,"cat"
1278,"cat.meow.with_a_toy_in_her_mouth","cat.meow","with a toy in her mouth","5","meow with a toy in her mouth",0.045,,1,"cat"
1279,"cat.meowing","cat","meowing","3,6","meowing",7.863,8.052,1,"cat"
1280,"cat.meowing.at","cat.meowing","at","3,6",,,0.19,0,"cat"
1281,"cat.meowing.at.me","cat.meowing.at","me","3","meowing at me",0.096,,1,"cat"
1282,"cat.meowing.at.the_door","cat.meowing.at","the door","6","meowing at the door",0.094,,1,"cat"
1283,"cat.miaow_when_i_walk_into_the_room","cat","miaow when i walk into the room","5","miaow when i walk into the room",0.004,,1,"cat"
1284,"cat.moan","cat","moan","2","moan",0.32,,1,"cat"
1285,"cat.mope_around","cat","mope around","2","mope around",0,,1,"cat"
1286,"cat.mount_each_other","cat","mount each other","2","mount each other",0.047,,1,"cat"
1287,"cat.move","cat","move","2,5",,,0.658,0,"cat"
1288,"cat.move.further_away","cat.move","further away","5","move further away",0,,1,"cat"
1289,"cat.move.his_head_against_me","cat.move","his head against me","5","move his head against me",0.004,,1,"cat"
1290,"cat.move.their","cat.move","their","2",,,0.654,0,"cat"
1291,"cat.move.their.paws_back_and_forth","cat.move.their","paws back and forth","2","move their paws back and forth",0.043,,1,"cat"
1292,"cat.move.their.tails","cat.move.their","tails","2","move their tails",0.524,,1,"cat"
1293,"cat.move.their.water","cat.move.their","water","2",,,0.088,0,"cat"
1294,"cat.move.their.water.bowl","cat.move.their.water","bowl","2","move their water bowl",0.064,,1,"cat"
1295,"cat.move.their.water.bowls","cat.move.their.water","bowls","2","move their water bowls",0.023,,1,"cat"
1296,"cat.narrow_their_eyes","cat","narrow their eyes","2","narrow their eyes",0.011,,1,"cat"
1297,"cat.need","cat","need","1,2,5","need",6.507,7.257,1,"cat"
1298,"cat.need.scratching_posts","cat.need","scratching posts","2","need scratching posts",0.047,,1,"cat"
1299,"cat.need.so_much_sleep","cat.need","so much sleep","2","need so much sleep",0.143,,1,"cat"
1300,"cat.need.to","cat.need","to","1,2,5",,,0.226,0,"cat"
1301,"cat.need.to.be_in_the_bathroom_with_me","cat.need.to","be in the bathroom with me","5","need to be in the bathroom with me",0.013,,1,"cat"
1302,"cat.need.to.play_baseball","cat.need.to","play baseball","1","need to play baseball",0.083,,1,"cat"
1303,"cat.need.to.scratch","cat.need.to","scratch","2","need to scratch",0.13,,1,"cat"
1304,"cat.need.whiskers","cat.need","whiskers","2","need whiskers",0.333,,1,"cat"
1305,"cat.nest_before_laying_down","cat","nest before laying down","2","nest before laying down",0.006,,1,"cat"
1306,"cat.never_meow_at_other_cats","cat","never meow at other cats","2","never meow at other cats",0,,1,"cat"
1307,"cat.nibble","cat","nibble","1,5",,,0.838,0,"cat"
1308,"cat.nibble.me","cat.nibble","me","5","nibble me",0.756,,1,"cat"
1309,"cat.nibble.my_ear","cat.nibble","my ear","5","nibble my ear",0.047,,1,"cat"
1310,"cat.nibble.on_my_face","cat.nibble","on my face","5","nibble on my face",0.03,,1,"cat"
1311,"cat.nibble.or_bite_when_you_pet_them","cat.nibble","or bite when you pet them","1","nibble or bite when you pet them",0.004,,1,"cat"
1312,"cat.nip","cat","nip","2,5","nip",1.138,1.994,1,"cat"
1313,"cat.nip.at","cat.nip","at","2,5",,,0.026,0,"cat"
1314,"cat.nip.at.me_when_i_pet_her","cat.nip.at","me when i pet her","5","nip at me when i pet her",0.021,,1,"cat"
1315,"cat.nip.at.their_owners_with_their_teeth","cat.nip.at","their owners with their teeth","2","nip at their owners with their teeth",0.004,,1,"cat"
1316,"cat.nip.me","cat.nip","me","5","nip me",0.536,,1,"cat"
1317,"cat.nip.my_legs","cat.nip","my legs","5","nip my legs",0.032,,1,"cat"
1318,"cat.nip.while_purring","cat.nip","while purring","2","nip while purring",0.028,,1,"cat"
1319,"cat.nip.you","cat.nip","you","2","nip you",0.235,,1,"cat"
1320,"cat.nocturnal","cat","nocturnal","4","nocturnal",0.229,,1,"cat"
1321,"cat.noses","cat","noses","2,4",,,1.075,0,"cat"
1322,"cat.noses.cold","cat.noses","cold","4","noses cold",0.056,,1,"cat"
1323,"cat.noses.get_wet","cat.noses","get wet","2","noses get wet",0.139,0.15,1,"cat"
1324,"cat.noses.get_wet.when_they_purr","cat.noses.get_wet","when they purr","2","noses get wet when they purr",0.011,,1,"cat"
1325,"cat.noses.wet","cat.noses","wet","4","noses wet",0.87,,1,"cat"
1326,"cat.not","cat","not","2,4,5,6",,,4.695,0,"cat"
1327,"cat.not.eating","cat.not","eating","6","not eating",2.14,,1,"cat"
1328,"cat.not.get_sick_from_licking_themselves","cat.not","get sick from licking themselves","2","not get sick from licking themselves",0.024,,1,"cat"
1329,"cat.not.groom_himself","cat.not","groom himself","5","not groom himself",0.017,,1,"cat"
1330,"cat.not.like","cat.not","like","2,5",,,1.894,0,"cat"
1331,"cat.not.like.balloons","cat.not.like","balloons","2","not like balloons",0.009,,1,"cat"
1332,"cat.not.like.being_pet","cat.not.like","being pet","2","not like being pet",0.019,,1,"cat"
1333,"cat.not.like.cucumbers","cat.not.like","cucumbers","2","not like cucumbers",0.596,,1,"cat"
1334,"cat.not.like.me","cat.not.like","me","5","not like me",0.479,,1,"cat"
1335,"cat.not.like.to_cuddle","cat.not.like","to cuddle","5","not like to cuddle",0.017,,1,"cat"
1336,"cat.not.like.water","cat.not.like","water","2","not like water",0.775,,1,"cat"
1337,"cat.not.listen","cat.not","listen","2","not listen",0.043,,1,"cat"
1338,"cat.not.purr","cat.not","purr","5","not purr",0.256,,1,"cat"
1339,"cat.not.sociable","cat.not","sociable","5","not sociable",0.004,,1,"cat"
1340,"cat.not.stop_licking_himself","cat.not","stop licking himself","5","not stop licking himself",0,,1,"cat"
1341,"cat.not.to_be_keepers_of_the_dead","cat.not","to be keepers of the dead","4","not to be keepers of the dead",0.004,,1,"cat"
1342,"cat.not.use","cat.not","use","5",,,0.278,0,"cat"
1343,"cat.not.use.clean_litter_box","cat.not.use","clean litter box","5","not use clean litter box",0.006,,1,"cat"
1344,"cat.not.use.the_litter_box","cat.not.use","the litter box","5","not use the litter box",0.211,0.271,1,"cat"
1345,"cat.not.use.the_litter_box.anymore","cat.not.use.the_litter_box","anymore","5","not use the litter box anymore",0.06,,1,"cat"
1346,"cat.not.want_to","cat.not","want to","5",,,0.034,0,"cat"
1347,"cat.not.want_to.be_held","cat.not.want_to","be held","5","not want to be held",0.03,0.03,1,"cat"
1348,"cat.not.want_to.be_held.but_loves_on_me","cat.not.want_to.be_held","but loves on me","5","not want to be held but loves on me",0,,1,"cat"
1349,"cat.not.want_to.play_anymore","cat.not.want_to","play anymore","5","not want to play anymore",0.004,,1,"cat"
1350,"cat.nudge_you_with_their_heads","cat","nudge you with their heads","2","nudge you with their heads",0.026,,1,"cat"
1351,"cat.obsessed_with_me","cat","obsessed with me","6","obsessed with me",0.264,,1,"cat"
1352,"cat.only","cat","only","2,5",,,0.169,0,"cat"
1353,"cat.only.beg_from_my_girlfriend","cat.only","beg from my girlfriend","5","only beg from my girlfriend",0.004,,1,"cat"
1354,"cat.only.cuddle_in_the_morning","cat.only","cuddle in the morning","5","only cuddle in the morning",0.004,,1,"cat"
1355,"cat.only.eat","cat.only","eat","5",,,0.064,0,"cat"
1356,"cat.only.eat.the_jelly","cat.only.eat","the jelly","5","only eat the jelly",0.024,,1,"cat"
1357,"cat.only.eat.when_i_watch","cat.only.eat","when i watch","5","only eat when i watch",0.041,,1,"cat"
1358,"cat.only.like_one_chair","cat.only","like one chair","5","only like one chair",0.004,,1,"cat"
1359,"cat.only.meow_at_humans","cat.only","meow at humans","2","only meow at humans",0.073,,1,"cat"
1360,"cat.only.sleep_by_my_feet","cat.only","sleep by my feet","5","only sleep by my feet",0.009,,1,"cat"
1361,"cat.only.sometimes_use_the_litter_box","cat.only","sometimes use the litter box","5","only sometimes use the litter box",0.011,,1,"cat"
1362,"cat.open","cat","open","2,5",,,3.177,0,"cat"
1363,"cat.open.and_close_paws","cat.open","and close paws","2","open and close paws",0.058,,1,"cat"
1364,"cat.open.her_mouth","cat.open","her mouth","5",,,0.019,0,"cat"
1365,"cat.open.her_mouth.like_a_dog","cat.open.her_mouth","like a dog","5","open her mouth like a dog",0.004,,1,"cat"
1366,"cat.open.her_mouth.when_she_smells_something","cat.open.her_mouth","when she smells something","5","open her mouth when she smells something",0.015,,1,"cat"
1367,"cat.open.his_mouth_when_he_smells_something","cat.open","his mouth when he smells something","5","open his mouth when he smells something",0.017,,1,"cat"
1368,"cat.open.mouth_after_smelling","cat.open","mouth after smelling","2","open mouth after smelling",0.305,,1,"cat"
1369,"cat.open.their","cat.open","their","2",,,2.778,0,"cat"
1370,"cat.open.their.mouth","cat.open.their","mouth","2","open their mouth",1.136,1.228,1,"cat"
1371,"cat.open.their.mouth.after_smelling_something","cat.open.their.mouth","after smelling something","2","open their mouth after smelling something",0.092,,1,"cat"
1372,"cat.open.their.mouths","cat.open.their","mouths","2","open their mouths",1.256,1.55,1,"cat"
1373,"cat.open.their.mouths.when_they_smell","cat.open.their.mouths","when they smell","2","open their mouths when they smell",0.294,,1,"cat"
1374,"cat.over_groom","cat","over groom","2","over groom",0.112,,1,"cat"
1375,"cat.overeat","cat","overeat","2,5","overeat",0.064,0.069,1,"cat"
1376,"cat.overeat.and_then_throw_up","cat.overeat","and then throw up","5","overeat and then throw up",0.004,,1,"cat"
1377,"cat.pad","cat","pad","2,5","pad",1.262,1.32,1,"cat"
1378,"cat.pad.my_knees","cat.pad","my knees","5","pad my knees",0.004,,1,"cat"
1379,"cat.pad.with_their_paws","cat.pad","with their paws","2","pad with their paws",0.045,,1,"cat"
1380,"cat.pad.you_with_their_paws","cat.pad","you with their paws","2","pad you with their paws",0.009,,1,"cat"
1381,"cat.pant","cat","pant","1,2","pant",1.742,1.912,1,"cat"
1382,"cat.pant.in_the_car","cat.pant","in the car","2","pant in the car",0.094,,1,"cat"
1383,"cat.pant.with_their_mouth_open","cat.pant","with their mouth open","2","pant with their mouth open",0.075,,1,"cat"
1384,"cat.panting","cat","panting","6","panting",1.35,,1,"cat"
1385,"cat.partially_close_one_eye","cat","partially close one eye","5","partially close one eye",0.004,,1,"cat"
1386,"cat.patrol_me","cat","patrol me","5","patrol me",0.004,,1,"cat"
1387,"cat.paw","cat","paw","2,5",,,1.675,0,"cat"
1388,"cat.paw.at","cat.paw","at","2,5",,,0.494,0,"cat"
1389,"cat.paw.at.me","cat.paw.at","me","5","paw at me",0.271,,1,"cat"
1390,"cat.paw.at.the","cat.paw.at","the","2,5",,,0.009,0,"cat"
1391,"cat.paw.at.the.cabinet","cat.paw.at.the","cabinet","5","paw at the cabinet",0,,1,"cat"
1392,"cat.paw.at.the.floor","cat.paw.at.the","floor","2,5",,,0.009,0,"cat"
1393,"cat.paw.at.the.floor.when_eating","cat.paw.at.the.floor","when eating","2","paw at the floor when eating",0.004,,1,"cat"
1394,"cat.paw.at.the.floor.while_drinking_water","cat.paw.at.the.floor","while drinking water","5","paw at the floor while drinking water",0.004,,1,"cat"
1395,"cat.paw.at.water","cat.paw.at","water","2","paw at water",0.214,,1,"cat"
1396,"cat.paw.cushions","cat.paw","cushions","2","paw cushions",0.006,,1,"cat"
1397,"cat.paw.his_food_and_water","cat.paw","his food and water","5","paw his food and water",0,,1,"cat"
1398,"cat.paw.in_front_of_floor_before_eating","cat.paw","in front of floor before eating","5","paw in front of floor before eating",0.004,,1,"cat"
1399,"cat.paw.my_face","cat.paw","my face","5","paw my face",1.127,,1,"cat"
1400,"cat.paw.on_things","cat.paw","on things","2","paw on things",0.032,,1,"cat"
1401,"cat.paw.the_floor_while_drinking","cat.paw","the floor while drinking","2","paw the floor while drinking",0,,1,"cat"
1402,"cat.paw.under_doors","cat.paw","under doors","2","paw under doors",0.011,,1,"cat"
1403,"cat.pedal_push","cat","pedal push","2","pedal push",0.013,,1,"cat"
1404,"cat.pee","cat","pee","1,2,5",,,8.387,0,"cat"
1405,"cat.pee.around_the_house","cat.pee","around the house","1","pee around the house",0.013,,1,"cat"
1406,"cat.pee.blood","cat.pee","blood","1","pee blood",0.041,,1,"cat"
1407,"cat.pee.everywhere","cat.pee","everywhere","5","pee everywhere",0.767,,1,"cat"
1408,"cat.pee.in_the","cat.pee","in the","2,5",,,0.637,0,"cat"
1409,"cat.pee.in_the.air_vents","cat.pee.in_the","air vents","5","pee in the air vents",0.009,,1,"cat"
1410,"cat.pee.in_the.house","cat.pee.in_the","house","2","pee in the house",0.571,,1,"cat"
1411,"cat.pee.in_the.litter_box_but_poops_on_the_floor","cat.pee.in_the","litter box but poops on the floor","5","pee in the litter box but poops on the floor",0.004,,1,"cat"
1412,"cat.pee.in_the.same_spot","cat.pee.in_the","same spot","5","pee in the same spot",0.053,,1,"cat"
1413,"cat.pee.on","cat.pee","on","1,2,5",,,5.842,0,"cat"
1414,"cat.pee.on.bath_mats","cat.pee.on","bath mats","2","pee on bath mats",0.006,,1,"cat"
1415,"cat.pee.on.blankets","cat.pee.on","blankets","5","pee on blankets",0.038,,1,"cat"
1416,"cat.pee.on.clean_laundry","cat.pee.on","clean laundry","5","pee on clean laundry",0.011,,1,"cat"
